,Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
228,Turks and Caicos Islands,TCA,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9052.0,19361.0,25085.0,,,,,,,,,,,,,,,,,
247,Uganda,UGA,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1747.0,4000.0,5000.0,30000.0,56358.0,126913.0,283520.0,393310.0,776169.0,1165035.0,1315300.0,2008818.0,4195278.0,8554864.0,9383734.0,12828264.0,16696992.0,16356387.0,18068648.0,20365941.0,20220273.0,22838486.0,24948878.0,24472033.0,25395503.0,27688987.0,30127704.0
250,Uruguay,URY,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.0,4969.0,6825.0,39904.0,78601.0,99235.0,151341.0,319131.0,410787.0,519991.0,513528.0,497530.0,599768.0,1154923.0,2330011.0,3004323.0,3507816.0,4111560.0,4437158.0,4757425.0,4995459.0,5267947.0,5497094.0,5165474.0,5116736.0,5097569.0,4459173.0,4526326.0,4551276.0,4691277.0
252,Uzbekistan,UZB,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,902.0,3731.0,9510.0,17232.0,26826.0,40389.0,53128.0,128012.0,186900.0,320815.0,544100.0,720000.0,2530365.0,5691458.0,12375274.0,16417914.0,20952000.0,25441789.0,20274090.0,21500000.0,21639200.0,21783300.0,23265389.0,24265460.0,23226156.0,33380000.0,33387000.0,35069000.0
253,St. Vincent and the Grenadines,VCT,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,70.0,83.0,150.0,215.0,280.0,346.0,750.0,1420.0,2361.0,7492.0,9982.0,62911.0,72000.0,70620.0,87634.0,110491.0,130098.0,121114.0,131791.0,131809.0,126992.0,125378.0,115017.0,113371.0,112649.0,115844.0,112443.0,96373.0,97059.0,114892.0
255,British Virgin Islands,VGB,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,1200.0,,,,,,8000.0,,,,,20700.0,23000.0,47031.0,47524.0,46597.0,48703.0,53406.0,54764.0,57195.0,39689.0,44043.0,39954.0,39534.0,35163.0,
256,Virgin Islands (U.S.),VIR,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16000.0,25000.0,30000.0,35000.0,41000.0,45150.0,49300.0,64200.0,80300.0,,,,,,,,,,,,,,80000.0,80000.0,
257,Vietnam,VNM,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,4060.0,12500.0,23500.0,68910.0,160457.0,222700.0,328671.0,788559.0,1251195.0,1902388.0,2742000.0,4960000.0,9593200.0,18892480.0,45024048.0,74872310.0,98223980.0,111570201.0,127318045.0,131673724.0,123735557.0,136148124.0,120324052.0,120600235.0,120016181.0,140639140.0,136230406.0,138934626.0,135349460.0
258,Vanuatu,VUT,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,121.0,154.0,207.0,220.0,300.0,365.0,350.0,4900.0,7800.0,10504.0,12692.0,15000.0,26000.0,36000.0,131682.0,169935.0,136956.0,146084.0,127244.0,156051.0,174818.0,218603.0,228016.0,251428.0,265219.0,246232.0,249868.0
260,Samoa,WSM,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,1480.0,2432.0,2500.0,2500.0,2700.0,10500.0,16000.0,24000.0,45500.0,86000.0,,,90000.0,,100302.0,99887.0,106524.0,120517.0,151008.0,124211.0,100000.0,84000.0,69000.0,
262,"Yemen, Rep.",YEM,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,5170.0,8191.0,8250.0,8810.0,12245.0,16146.0,27677.0,32042.0,147837.0,486667.0,675162.0,1476000.0,2277559.0,2977781.0,4349000.0,6445000.0,8313000.0,11085000.0,11668000.0,13900000.0,16844700.0,17100000.0,15021953.0,16433055.0,15357868.0,15297789.0,15238000.0,15178000.0,
248,Ukraine,UKR,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,5000.0,14000.0,30000.0,57200.0,115500.0,216567.0,818524.0,2224600.0,3692700.0,6498423.0,13735000.0,30013500.0,49076239.0,55240400.0,55681476.0,54942815.0,53928830.0,55576481.0,59343693.0,62458800.0,61170229.0,60720073.0,56717856.0,55714733.0,53933592.0,54842940.0,53977690.0,55925908.0
189,Papua New Guinea,PNG,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2285.0,3857.0,5558.0,7059.0,8560.0,10700.0,15000.0,17500.0,48311.0,75000.0,100000.0,300000.0,874000.0,1417546.0,1909078.0,2400000.0,2709000.0,3000000.0,3358900.0,3560000.0,3782000.0,4018000.0,4300000.0,4535000.0,4818000.0,
227,Syrian Arab Republic,SYR,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,30000.0,200000.0,400000.0,1185000.0,2346000.0,2950000.0,4675000.0,6234682.0,7056158.0,10021861.0,11696000.0,12917000.0,12980000.0,12291150.0,14039749.0,14312271.0,13349860.0,15386000.0,17129676.0,17733979.0,16660253.0,16990714.0
224,Eswatini,SWZ,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4700.0,14000.0,33000.0,55000.0,68000.0,85000.0,145000.0,200000.0,250000.0,380000.0,531643.0,664432.0,725802.0,766540.0,805000.0,893000.0,916800.0,941000.0,995000.0,1052000.0,,1176000.0,1243000.0,
191,Pre-demographic dividend,PRE,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304.0,12163.0,20985.0,41221.0,80902.0,153635.0,343977.0,733698.0,1948549.0,4567958.0,9178087.0,16037062.0,29845014.0,52010747.0,96341614.0,145446281.0,218766995.0,267860632.0,326575155.0,387321728.0,442017652.0,503425982.0,559471203.0,605173047.0,600262184.0,621562273.0,660871090.0,725095102.0,785323019.0,663719921.0
193,"Korea, Dem. People's Rep.",PRK,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69261.0,431919.0,1000000.0,1700000.0,2420000.0,2800000.0,3240000.0,3606000.0,3810000.0,,4253000.0,6000000.0,
195,Paraguay,PRY,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,3390.0,7660.0,15807.0,32860.0,84240.0,231520.0,435611.0,820810.0,1150000.0,1667018.0,1770345.0,1749048.0,1887000.0,3232842.0,4694361.0,5790759.0,5618639.0,5920858.0,6529053.0,6793703.0,7053297.0,7305277.0,7411986.0,7489474.0,7468275.0,7439692.0,7761848.0,7865050.0,7975074.0
196,West Bank and Gaza,PSE,Mobile cellular subscriptions,IT.CEL.SETS,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,7076.0,175941.0,251602.0,264091.0,436628.0,567584.0,821800.0,1021481.0,1314406.0,1800000.0,2603582.0,2884964.0,3134700.0,3190233.0,3197550.0,3531000.0,3713190.0,3996206.0,4375502.0,4300230.0,4062334.0,4052966.0
197,Pacific island small states,PSS,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,2038.0,3615.0,5458.0,8167.0,11749.0,28988.0,61200.0,87370.0,105458.0,151359.0,206559.0,300319.0,411474.0,740150.0,756639.0,925833.0,1188080.0,1259491.0,1539306.0,1610880.0,1651861.0,1878238.0,2003780.0,2062648.0,2018233.0,2056097.0,1978393.0,
199,French Polynesia,PYF,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,2719.0,5427.0,11060.0,21929.0,39900.0,67300.0,52250.0,60100.0,96000.0,120000.0,152000.0,174847.0,187146.0,208261.0,215890.0,222827.0,227601.0,243395.0,255123.0,268334.0,280111.0,287839.0,302673.0,318000.0,335000.0,322918.0
201,Romania,ROU,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,2775.0,9068.0,17000.0,201000.0,643000.0,1355500.0,2499000.0,3845116.0,5110591.0,7039898.0,10215388.0,13354138.0,15991000.0,20400000.0,24470000.0,25100000.0,24360000.0,23420000.0,22840000.0,22910000.0,22920000.0,23120000.0,22900000.0,22400000.0,22634000.0,22671000.0,22588000.0,22929000.0
202,Russian Federation,RUS,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,6000.0,10000.0,27744.0,88526.0,223002.0,484883.0,747160.0,1370630.0,3263200.0,7750499.0,17608756.0,36135135.0,73722222.0,120000000.0,150674000.0,171200000.0,199522340.0,230050000.0,237689224.0,203751647.0,208065063.0,218300372.0,221030353.0,227288088.0,229126152.0,227299663.0,229431008.0,239795946.0,238733217.0,246569033.0
203,Rwanda,RWA,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,11000.0,39000.0,65000.0,82391.0,130720.0,137271.0,222978.0,314201.0,635137.0,1322637.0,2429252.0,3548761.0,4446194.0,5690751.0,6689158.0,7747019.0,8759619.0,8921533.0,8819217.0,9700609.0,9658548.0,10614408.0,10902989.0
226,Seychelles,SYC,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1043.0,2247.0,5190.0,16316.0,25961.0,36683.0,44731.0,49229.0,54369.0,58806.0,70340.0,77278.0,93476.0,110668.0,117587.0,126594.0,136480.0,136790.0,151336.0,148244.0,151857.0,167282.0,178946.0,193672.0,183498.0,184161.0
206,Sudan,SDN,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,3800.0,8600.0,13000.0,23000.0,103846.0,190778.0,527233.0,1048558.0,1827940.0,4683127.0,8218092.0,11991469.0,15339895.0,18093231.0,25056185.0,27658595.0,27657875.0,27796611.0,27938507.0,27807293.0,28644139.0,30100412.0,33014160.0,35195207.0,16688773.0
209,Solomon Islands,SLB,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,230.0,337.0,658.0,702.0,1093.0,1151.0,967.0,999.0,1060.0,3000.0,6000.0,7000.0,10900.0,30000.0,50000.0,115500.0,274872.0,302147.0,323105.0,376696.0,424712.0,416572.0,465331.0,482029.0,478116.0,474000.0,
210,Sierra Leone,SLE,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11940.0,26895.0,67000.0,113214.0,,,,776000.0,1008800.0,1160000.0,2000000.0,2137000.0,2210000.0,4000000.0,4756800.0,5657000.0,6279270.0,6625000.0,6355151.0,6729804.0,6884201.0,8227093.0
211,El Salvador,SLV,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632.0,4868.0,13475.0,23270.0,40163.0,137114.0,511365.0,743628.0,857782.0,888818.0,1149790.0,1832579.0,2411753.0,3851611.0,6137381.0,6950703.0,7566245.0,7700336.0,8316150.0,8649000.0,8991899.0,9193342.0,9334132.0,9637259.0,9478044.0,9433495.0,10396786.0,9949000.0,11071073.0
212,San Marino,SMR,Mobile cellular subscriptions,IT.CEL.SETS,,,,,,,,,,,0.0,0.0,900.0,1300.0,1900.0,2340.0,2279.0,2350.0,4980.0,9580.0,14503.0,15854.0,16759.0,16900.0,17085.0,17150.0,17390.0,17500.0,24402.0,29949.0,30587.0,35465.0,36000.0,36780.0,37600.0,36624.0,36570.0,38000.0,38500.0,38750.0,39000.0,40000.0
213,Somalia,SOM,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,85000.0,100000.0,200000.0,500000.0,500000.0,550000.0,600000.0,627000.0,641000.0,648200.0,1800000.0,2300000.0,5183000.0,5500000.0,5836000.0,6653040.0,7119000.0,7653040.0,8227000.0,8844000.0,8844000.0
219,Sao Tome and Principe,STP,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,4819.0,7745.0,11953.0,18424.0,30099.0,50551.0,80829.0,102730.0,115038.0,122172.0,125329.0,128500.0,184971.0,178047.0,173963.0,162610.0,165761.0,174203.0,189239.0
220,Suriname,SUR,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.0,1382.0,1687.0,2416.0,2258.0,6007.0,17500.0,41048.0,87000.0,108363.0,168522.0,212819.0,232785.0,320000.0,380000.0,657106.0,763912.0,521166.0,533522.0,569069.0,868600.0,927800.0,750458.0,806881.0,795871.0,752270.0,813844.0,899339.0,906170.0
221,Slovak Republic,SVK,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1537.0,3125.0,5946.0,12315.0,28658.0,200140.0,465364.0,664072.0,1243736.0,2147331.0,2923383.0,3678774.0,4275164.0,4540374.0,4893232.0,6068063.0,5520043.0,5497719.0,5925012.0,5983059.0,6094466.0,6208412.0,6378095.0,6675553.0,6989902.0,7117753.0,7241702.0,7399534.0,7289707.0,7362325.0
222,Slovenia,SVN,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,3500.0,6500.0,16332.0,27301.0,41205.0,93611.0,161606.0,631411.0,1215601.0,1470085.0,1667234.0,1739146.0,1848637.0,1759232.0,1819572.0,1928412.0,2054899.0,2100435.0,2121950.0,2168548.0,2241160.0,2283573.0,2326386.0,2353926.0,2385757.0,2443172.0,2465857.0,2511979.0,2550895.0,2607268.0
207,Senegal,SEN,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,122.0,1412.0,6942.0,27487.0,87879.0,250251.0,301811.0,553449.0,782423.0,1121314.0,1730106.0,2982623.0,3630804.0,5389133.0,6901492.0,8343717.0,9352868.0,11470646.0,13133772.0,14379729.0,14959477.0,15186485.0,15758366.0,16559942.0,17880594.0,19078948.0,19859981.0
97,Honduras,HND,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311.0,14427.0,34896.0,78588.0,155271.0,237629.0,326508.0,379362.0,707201.0,1281462.0,2240756.0,4184834.0,6210711.0,8390755.0,9505071.0,8062229.0,7370034.0,7767235.0,7725092.0,8048388.0,7832802.0,8233499.0,7588554.0,7559829.0,6960654.0,7560710.0
131,Liberia,LBR,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2000.0,5000.0,47250.0,94370.0,160000.0,280000.0,563000.0,854627.0,1085062.0,1571308.0,2020637.0,2379900.0,2550775.0,3225258.0,3652000.0,3117002.0,2660000.0,,1937000.0,1653000.0,
265,Zimbabwe,ZWE,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5734.0,19000.0,174000.0,266441.0,314002.0,338779.0,363651.0,425745.0,647110.0,849146.0,1225654.0,1654721.0,3991000.0,7700000.0,9200000.0,12613935.0,13633167.0,11798652.0,12757410.0,12878926.0,14092104.0,12908992.0,13195902.0,13191708.0,14257590.0
34,Central African Republic,CAF,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1071.0,1370.0,1633.0,4162.0,4967.0,11000.0,12600.0,40000.0,60000.0,100000.0,110000.0,340000.0,570000.0,863641.0,979232.0,992444.0,1143114.0,1360300.0,1155620.0,1242494.0,1248346.0,1175389.0,1279261.0,1595294.0,1831000.0,
41,Cote d'Ivoire,CIV,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13549.0,36000.0,91212.0,257134.0,472952.0,728545.0,1027058.0,1280696.0,1674332.0,2349439.0,4065421.0,7467708.0,10449036.0,13184308.0,15599044.0,17344242.0,18099532.0,19390902.0,22104575.0,25407610.0,27451250.0,31747233.0,33807850.0,37376603.0,40095246.0,44561505.0
42,Cameroon,CMR,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,2800.0,3500.0,4200.0,5000.0,6000.0,103279.0,417295.0,701507.0,1077000.0,1530868.0,2252508.0,3135946.0,4536000.0,6160893.0,8004120.0,8636652.0,10486614.0,13108058.0,15664666.0,17039059.0,18160667.0,18717503.0,20135388.0,18455836.0,21400736.0,22350310.0,22442414.0
43,"Congo, Dem. Rep.",COD,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8500.0,7200.0,8900.0,10000.0,12000.0,15000.0,150000.0,560000.0,1246225.0,1990722.0,2746094.0,4415470.0,6592000.0,9937622.0,9458557.0,11820348.0,15644877.0,20092678.0,28231900.0,37102958.0,37752782.0,28889317.0,35375246.0,36470600.0,37123208.0,40798396.0,
44,"Congo, Rep.",COG,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,,3390.0,5000.0,70000.0,150000.0,221800.0,330000.0,383653.0,558192.0,917499.0,1287631.0,1807000.0,2948304.0,3718748.0,3884757.0,4283134.0,4659762.0,4930100.0,5216000.0,5424000.0,5056000.0,5000000.0,4945000.0,4890000.0,5558658.0
45,Colombia,COL,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86805.0,274590.0,522857.0,1264763.0,1800229.0,1966535.0,2256801.0,3265261.0,4596594.0,6186206.0,10400578.0,21849993.0,29762715.0,33941118.0,41364753.0,42159613.0,44477653.0,46200421.0,49066359.0,50295114.0,55330272.0,57327470.0,58684924.0,62220014.0,64513977.0,66283175.0,67672570.0,75056111.0
46,Comoros,COM,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,8378.0,15523.0,36877.0,62104.0,91741.0,122596.0,165278.0,216438.0,283511.0,347500.0,383000.0,424786.0,454389.0,468914.0,498903.0,575218.0,781579.0,853449.0
47,Cabo Verde,CPV,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1020.0,8068.0,19729.0,31507.0,42949.0,53342.0,65780.0,81721.0,108858.0,152212.0,277670.0,290621.0,371871.0,396429.0,425310.0,499458.0,613378.0,611468.0,601956.0,612259.0,610328.0,595681.0,544729.0,590171.0
48,Costa Rica,CRI,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3008.0,4533.0,6985.0,18750.0,46531.0,64387.0,108770.0,138178.0,211614.0,326944.0,502478.0,778299.0,923084.0,1101305.0,1443717.0,1508219.0,1886570.0,1950318.0,3128372.0,4153067.0,5378082.0,7111981.0,7020412.0,7535599.0,8330664.0,8840342.0,8495585.0,8550243.0,7512370.0,7834435.0
52,Cayman Islands,CYM,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,988.0,1260.0,1813.0,2534.0,,4109.0,5170.0,8410.0,10700.0,17000.0,19000.0,21040.0,33800.0,80945.0,92559.0,101497.0,98313.0,108699.0,100568.0,96777.0,98834.0,98036.0,91059.0,93244.0,95656.0,96656.0,,99000.0,100000.0,
54,Czechia,CZE,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0,4651.0,14043.0,30429.0,48900.0,200315.0,526339.0,965476.0,1944553.0,4346009.0,6947151.0,8610177.0,9708683.0,10782567.0,11775878.0,12406199.0,13228631.0,13780165.0,13062617.0,12934100.0,13167700.0,13521900.0,13719300.0,13913100.0,12454575.01,12485045.0,12636359.0,12704262.0,13101360.0,12999812.0,13129905.0
56,Djibouti,DJI,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,203.0,220.0,280.0,230.0,3000.0,15000.0,23000.0,34482.0,44053.0,44817.0,69539.0,112848.0,128776.0,165613.0,193049.0,212468.0,244123.0,287049.0,314350.0,345246.0,373052.0,395037.0,413866.0,434035.0,489339.0
57,Dominica,DMA,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.0,556.0,650.0,800.0,1200.0,7710.0,12173.0,23786.0,41838.0,52000.0,71500.0,89000.0,91000.0,98500.0,105567.0,108924.0,109300.0,93575.0,73886.0,77254.0,78444.0,75230.0,76820.0,78132.0,76000.0,
66,Ecuador,ECU,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18920.0,54380.0,59779.0,126505.0,242812.0,383185.0,482213.0,859152.0,1560861.0,2398161.0,3544174.0,6246332.0,8485050.0,9939977.0,11684479.0,13241758.0,14780730.0,15332715.0,16456740.0,16626199.0,16605737.0,12943791.0,13882280.0,14651404.0,15772838.0,15853100.0,15485366.0,16789600.0
69,Eritrea,ERI,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,40438.0,61996.0,84348.0,108631.0,141130.0,185275.0,241939.0,305283.0,354844.0,417400.0,475000.0,506000.0,695000.0,,1311000.0,1801000.0,
33,Botswana,BWA,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15190.0,92000.0,222190.0,332264.0,332264.0,444978.0,522840.0,563782.0,823070.0,1151761.0,1485791.0,1874101.0,2363411.0,2900263.0,3081726.0,3246787.0,3410507.0,3475327.0,3288986.0,3240589.0,3381228.0,3746760.0,3829408.0,4160553.0
32,Bhutan,BTN,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255.0,19138.0,36000.0,82078.0,149439.0,253429.0,338938.0,394316.0,484189.0,560890.0,544337.0,624536.0,675747.0,698373.0,730623.0,703554.0,729239.0,745137.0,778008.0
30,Barbados,BRB,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,796.0,1560.0,2967.0,4614.0,6283.0,8013.0,12000.0,20309.0,28467.0,53111.0,97193.0,140000.0,200138.0,206190.0,237119.0,257596.0,288662.0,337061.0,350061.0,347917.0,349296.0,307708.0,305456.0,334792.0,332208.0,329565.0,329326.0,329326.0,295000.0,316633.0
28,Bolivia,BOL,Mobile cellular subscriptions,IT.CEL.SETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,1551.0,2659.0,4056.0,7229.0,33400.0,118433.0,239272.0,420344.0,582620.0,779917.0,1023333.0,1278844.0,1800789.0,2421402.0,2876143.0,3254410.0,5038600.0,6464390.0,7179293.0,8353273.0,9493207.0,10425704.0,10450341.0,10162829.0,10106216.0,10963224.0,11445830.0,11688830.0,11804343.0,12033941.0
